id,name,AphiaID,url,scientificname,authority,status,unacceptreason,taxonRankID,rank,valid_AphiaID,valid_name,valid_authority,parentNameUsageID,kingdom,phylum,class,order,family,genus,citation,lsid,isMarine,isBrackish,isFreshwater,isTerrestrial,isExtinct,match_type,modified
88,Cantherhines pullus,159493,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159493,Cantherhines pullus,"(Ranzani, 1842)",accepted,NA,220,Species,159493,Cantherhines pullus,"(Ranzani, 1842)",159492,Animalia,Chordata,Teleostei,Tetraodontiformes,Monacanthidae,Cantherhines,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Cantherhines pullus (Ranzani, 1842). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=159493 on 2023-01-19",urn:lsid:marinespecies.org:taxname:159493,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
89,Holocentrus adscensionis,159378,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159378,Holocentrus adscensionis,"(Osbeck, 1765)",accepted,NA,220,Species,159378,Holocentrus adscensionis,"(Osbeck, 1765)",159376,Animalia,Chordata,Teleostei,Holocentriformes,Holocentridae,Holocentrus,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Holocentrus adscensionis (Osbeck, 1765). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=159378 on 2023-01-19",urn:lsid:marinespecies.org:taxname:159378,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
90,Acanthostracion quadricornis,158920,https://www.marinespecies.org/aphia.php?p=taxdetails&id=158920,Acanthostracion quadricornis,"(Linnaeus, 1758)",accepted,NA,220,Species,158920,Acanthostracion quadricornis,"(Linnaeus, 1758)",126237,Animalia,Chordata,Teleostei,Tetraodontiformes,Ostraciidae,Acanthostracion,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Acanthostracion quadricornis (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=158920 on 2023-01-19",urn:lsid:marinespecies.org:taxname:158920,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
91,Canthigaster rostrata,127411,https://www.marinespecies.org/aphia.php?p=taxdetails&id=127411,Canthigaster rostrata,"(Bloch, 1786)",accepted,NA,220,Species,127411,Canthigaster rostrata,"(Bloch, 1786)",126238,Animalia,Chordata,Teleostei,Tetraodontiformes,Tetraodontidae,Canthigaster,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Canthigaster rostrata (Bloch, 1786). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=127411 on 2023-01-19",urn:lsid:marinespecies.org:taxname:127411,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
92,Sphoeroides spengleri,158935,https://www.marinespecies.org/aphia.php?p=taxdetails&id=158935,Sphoeroides spengleri,"(Bloch, 1785)",accepted,NA,220,Species,158935,Sphoeroides spengleri,"(Bloch, 1785)",126241,Animalia,Chordata,Teleostei,Tetraodontiformes,Tetraodontidae,Sphoeroides,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Sphoeroides spengleri (Bloch, 1785). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=158935 on 2023-01-19",urn:lsid:marinespecies.org:taxname:158935,1,1,0,0,NA,exact,2008-01-15T17:27:08.177Z
93,Ablennes hians,159246,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159246,Ablennes hians,"(Valenciennes, 1846)",accepted,NA,220,Species,159246,Ablennes hians,"(Valenciennes, 1846)",159244,Animalia,Chordata,Teleostei,Beloniformes,Belonidae,Ablennes,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Ablennes hians (Valenciennes, 1846). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=159246 on 2023-01-19",urn:lsid:marinespecies.org:taxname:159246,1,1,0,0,NA,exact,2008-01-15T17:27:08.177Z
94,Platybelone argalus,126377,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126377,Platybelone argalus,"(Lesueur, 1821)",accepted,NA,220,Species,126377,Platybelone argalus,"(Lesueur, 1821)",125689,Animalia,Chordata,Teleostei,Beloniformes,Belonidae,Platybelone,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Platybelone argalus (Lesueur, 1821). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126377 on 2023-01-19",urn:lsid:marinespecies.org:taxname:126377,1,0,0,0,NA,exact,2020-09-24T06:35:24.693Z
95,Amphichthys cryptocentrus,279590,https://www.marinespecies.org/aphia.php?p=taxdetails&id=279590,Amphichthys cryptocentrus,"(Valenciennes, 1837)",accepted,NA,220,Species,279590,Amphichthys cryptocentrus,"(Valenciennes, 1837)",268294,Animalia,Chordata,Teleostei,Batrachoidiformes,Batrachoididae,Amphichthys,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Amphichthys cryptocentrus (Valenciennes, 1837). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=279590 on 2023-01-19",urn:lsid:marinespecies.org:taxname:279590,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
96,Jenkinsia lamprotaenia,281198,https://www.marinespecies.org/aphia.php?p=taxdetails&id=281198,Jenkinsia lamprotaenia,"(Gosse, 1851)",accepted,NA,220,Species,281198,Jenkinsia lamprotaenia,"(Gosse, 1851)",269531,Animalia,Chordata,Teleostei,Clupeiformes,Spratelloididae,Jenkinsia,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Jenkinsia lamprotaenia (Gosse, 1851). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=281198 on 2023-01-19",urn:lsid:marinespecies.org:taxname:281198,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
97,Pterois volitans,159559,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159559,Pterois volitans,"(Linnaeus, 1758)",accepted,NA,220,Species,159559,Pterois volitans,"(Linnaeus, 1758)",204051,Animalia,Chordata,Teleostei,Perciformes,Scorpaenidae,Pterois,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Pterois volitans (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=159559 on 2023-01-19",urn:lsid:marinespecies.org:taxname:159559,1,0,0,0,NA,exact,2009-06-09T07:13:02.347Z
98,Aulostomus maculatus,278080,https://www.marinespecies.org/aphia.php?p=taxdetails&id=278080,Aulostomus maculatus,"Valenciennes, 1841",accepted,NA,220,Species,278080,Aulostomus maculatus,"Valenciennes, 1841",205363,Animalia,Chordata,Teleostei,Syngnathiformes,Aulostomidae,Aulostomus,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Aulostomus maculatus Valenciennes, 1841. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=278080 on 2023-01-19",urn:lsid:marinespecies.org:taxname:278080,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
