id,name,AphiaID,url,scientificname,authority,status,unacceptreason,taxonRankID,rank,valid_AphiaID,valid_name,valid_authority,parentNameUsageID,kingdom,phylum,class,order,family,genus,citation,lsid,isMarine,isBrackish,isFreshwater,isTerrestrial,isExtinct,match_type,modified
95,Gymnothorax castaneus,271825,https://www.marinespecies.org/aphia.php?p=taxdetails&id=271825,Gymnothorax castaneus,"(Jordan & Gilbert, 1883)",accepted,NA,220,Species,271825,Gymnothorax castaneus,"(Jordan & Gilbert, 1883)",125636,Animalia,Chordata,Teleostei,Anguilliformes,Muraenidae,Gymnothorax,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Gymnothorax castaneus (Jordan & Gilbert, 1883). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=271825 on 2023-01-20",urn:lsid:marinespecies.org:taxname:271825,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
96,Gymnothorax undulatus,217508,https://www.marinespecies.org/aphia.php?p=taxdetails&id=217508,Gymnothorax undulatus,"(Lacepède, 1803)",accepted,NA,220,Species,217508,Gymnothorax undulatus,"(Lacepède, 1803)",125636,Animalia,Chordata,Teleostei,Anguilliformes,Muraenidae,Gymnothorax,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Gymnothorax undulatus (Lacepède, 1803). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=217508 on 2023-01-20",urn:lsid:marinespecies.org:taxname:217508,1,1,0,0,NA,exact,2020-09-24T06:35:24.693Z
97,Sargocentron suborbitalis,272219,https://www.marinespecies.org/aphia.php?p=taxdetails&id=272219,Sargocentron suborbitalis,"(Gill, 1863)",unaccepted,NA,220,Species,1021098,Sargocentron suborbitale,"(Gill, 1863)",125704,Animalia,Chordata,Teleostei,Holocentriformes,Holocentridae,Sargocentron,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Sargocentron suborbitalis (Gill, 1863). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=272219 on 2023-01-20",urn:lsid:marinespecies.org:taxname:272219,1,0,0,0,NA,exact,2018-02-12T22:58:22.837Z
98,Arothron meleagris,219926,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219926,Arothron meleagris,"(Anonymous, 1798)",accepted,NA,220,Species,219926,Arothron meleagris,"(Anonymous, 1798)",156706,Animalia,Chordata,Teleostei,Tetraodontiformes,Tetraodontidae,Arothron,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Arothron meleagris (Anonymous, 1798). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=219926 on 2023-01-20",urn:lsid:marinespecies.org:taxname:219926,1,0,0,0,NA,exact,2010-05-06T12:14:18.327Z
99,Diodon holocanthus,127402,https://www.marinespecies.org/aphia.php?p=taxdetails&id=127402,Diodon holocanthus,"Linnaeus, 1758",accepted,NA,220,Species,127402,Diodon holocanthus,"Linnaeus, 1758",126231,Animalia,Chordata,Teleostei,Tetraodontiformes,Diodontidae,Diodon,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Diodon holocanthus Linnaeus, 1758. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=127402 on 2023-01-20",urn:lsid:marinespecies.org:taxname:127402,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
100,Gymnothorax dovii,271831,https://www.marinespecies.org/aphia.php?p=taxdetails&id=271831,Gymnothorax dovii,"(Günther, 1870)",accepted,NA,220,Species,271831,Gymnothorax dovii,"(Günther, 1870)",125636,Animalia,Chordata,Teleostei,Anguilliformes,Muraenidae,Gymnothorax,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Gymnothorax dovii (Günther, 1870). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=271831 on 2023-01-20",urn:lsid:marinespecies.org:taxname:271831,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
101,Muraena lentiginosa,271900,https://www.marinespecies.org/aphia.php?p=taxdetails&id=271900,Muraena lentiginosa,"Jenyns, 1842",accepted,NA,220,Species,271900,Muraena lentiginosa,"Jenyns, 1842",125637,Animalia,Chordata,Teleostei,Anguilliformes,Muraenidae,Muraena,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Muraena lentiginosa Jenyns, 1842. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=271900 on 2023-01-20",urn:lsid:marinespecies.org:taxname:271900,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
102,Kyphosus elegans,273521,https://www.marinespecies.org/aphia.php?p=taxdetails&id=273521,Kyphosus elegans,"(Peters, 1869)",accepted,NA,220,Species,273521,Kyphosus elegans,"(Peters, 1869)",126015,Animalia,Chordata,Teleostei,Centrarchiformes,Kyphosidae,Kyphosus,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Kyphosus elegans (Peters, 1869). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=273521 on 2023-01-20",urn:lsid:marinespecies.org:taxname:273521,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
103,Canthigaster punctatissima,275264,https://www.marinespecies.org/aphia.php?p=taxdetails&id=275264,Canthigaster punctatissima,"(Günther, 1870)",accepted,NA,220,Species,275264,Canthigaster punctatissima,"(Günther, 1870)",126238,Animalia,Chordata,Teleostei,Tetraodontiformes,Tetraodontidae,Canthigaster,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Canthigaster punctatissima (Günther, 1870). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=275264 on 2023-01-20",urn:lsid:marinespecies.org:taxname:275264,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
104,Ostracion meleagris,219905,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219905,Ostracion meleagris,"Shaw, 1796",accepted,NA,220,Species,219905,Ostracion meleagris,"Shaw, 1796",206484,Animalia,Chordata,Teleostei,Tetraodontiformes,Ostraciidae,Ostracion,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Ostracion meleagris Shaw, 1796. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=219905 on 2023-01-20",urn:lsid:marinespecies.org:taxname:219905,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
105,Diodon hystrix,127403,https://www.marinespecies.org/aphia.php?p=taxdetails&id=127403,Diodon hystrix,"Linnaeus, 1758",accepted,NA,220,Species,127403,Diodon hystrix,"Linnaeus, 1758",126231,Animalia,Chordata,Teleostei,Tetraodontiformes,Diodontidae,Diodon,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Diodon hystrix Linnaeus, 1758. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=127403 on 2023-01-20",urn:lsid:marinespecies.org:taxname:127403,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
106,Gymnothorax flavimarginatus,217495,https://www.marinespecies.org/aphia.php?p=taxdetails&id=217495,Gymnothorax flavimarginatus,"(Rüppell, 1830)",accepted,NA,220,Species,217495,Gymnothorax flavimarginatus,"(Rüppell, 1830)",125636,Animalia,Chordata,Teleostei,Anguilliformes,Muraenidae,Gymnothorax,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Gymnothorax flavimarginatus (Rüppell, 1830). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=217495 on 2023-01-20",urn:lsid:marinespecies.org:taxname:217495,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
107,Kyphosus analogus,273519,https://www.marinespecies.org/aphia.php?p=taxdetails&id=273519,Kyphosus analogus,"(Gill, 1862)",unaccepted,NA,220,Species,218706,Kyphosus vaigiensis,"(Quoy & Gaimard, 1825)",126015,Animalia,Chordata,Teleostei,Centrarchiformes,Kyphosidae,Kyphosus,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Kyphosus analogus (Gill, 1862). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=273519 on 2023-01-20",urn:lsid:marinespecies.org:taxname:273519,1,0,0,0,NA,exact,2021-08-27T06:46:32.600Z
108,Gerres cinereus,276954,https://www.marinespecies.org/aphia.php?p=taxdetails&id=276954,Gerres cinereus,"(Walbaum, 1792)",accepted,NA,220,Species,276954,Gerres cinereus,"(Walbaum, 1792)",204064,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Gerreidae,Gerres,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Gerres cinereus (Walbaum, 1792). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=276954 on 2023-01-20",urn:lsid:marinespecies.org:taxname:276954,1,1,1,0,NA,exact,2008-01-15T17:27:08.177Z
109,Sphoeroides annulatus,275272,https://www.marinespecies.org/aphia.php?p=taxdetails&id=275272,Sphoeroides annulatus,"(Jenyns, 1842)",accepted,NA,220,Species,275272,Sphoeroides annulatus,"(Jenyns, 1842)",126241,Animalia,Chordata,Teleostei,Tetraodontiformes,Tetraodontidae,Sphoeroides,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Sphoeroides annulatus (Jenyns, 1842). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=275272 on 2023-01-20",urn:lsid:marinespecies.org:taxname:275272,1,1,0,0,NA,exact,2008-01-15T17:27:08.177Z
110,Myrichthys tigrinus,275489,https://www.marinespecies.org/aphia.php?p=taxdetails&id=275489,Myrichthys tigrinus,"Girard, 1859",accepted,NA,220,Species,275489,Myrichthys tigrinus,"Girard, 1859",158636,Animalia,Chordata,Teleostei,Anguilliformes,Ophichthidae,Myrichthys,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Myrichthys tigrinus Girard, 1859. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=275489 on 2023-01-20",urn:lsid:marinespecies.org:taxname:275489,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
111,Echidna nebulosa,217469,https://www.marinespecies.org/aphia.php?p=taxdetails&id=217469,Echidna nebulosa,"(Ahl, 1789)",accepted,NA,220,Species,217469,Echidna nebulosa,"(Ahl, 1789)",206151,Animalia,Chordata,Teleostei,Anguilliformes,Muraenidae,Echidna,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Echidna nebulosa (Ahl, 1789). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=217469 on 2023-01-20",urn:lsid:marinespecies.org:taxname:217469,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
112,Gymnomuraena zebra,217476,https://www.marinespecies.org/aphia.php?p=taxdetails&id=217476,Gymnomuraena zebra,"(Shaw, 1797)",accepted,NA,220,Species,217476,Gymnomuraena zebra,"(Shaw, 1797)",203816,Animalia,Chordata,Teleostei,Anguilliformes,Muraenidae,Gymnomuraena,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Gymnomuraena zebra (Shaw, 1797). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=217476 on 2023-01-20",urn:lsid:marinespecies.org:taxname:217476,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
113,Gymnothorax panamensis,271866,https://www.marinespecies.org/aphia.php?p=taxdetails&id=271866,Gymnothorax panamensis,"(Steindachner, 1876)",accepted,NA,220,Species,271866,Gymnothorax panamensis,"(Steindachner, 1876)",125636,Animalia,Chordata,Teleostei,Anguilliformes,Muraenidae,Gymnothorax,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Gymnothorax panamensis (Steindachner, 1876). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=271866 on 2023-01-20",urn:lsid:marinespecies.org:taxname:271866,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
114,Sectator ocyurus,282744,https://www.marinespecies.org/aphia.php?p=taxdetails&id=282744,Sectator ocyurus,"(Jordan & Gilbert, 1882)",unaccepted,Superseded new combination,220,Species,1018702,Kyphosus ocyurus,"(Jordan & Gilbert, 1882)",270860,Animalia,Chordata,Teleostei,Centrarchiformes,Kyphosidae,Sectator,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Sectator ocyurus (Jordan & Gilbert, 1882). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=282744 on 2023-01-20",urn:lsid:marinespecies.org:taxname:282744,1,0,0,0,NA,exact,2020-12-17T17:16:01.143Z
115,Caranx caballus,273271,https://www.marinespecies.org/aphia.php?p=taxdetails&id=273271,Caranx caballus,"Günther, 1868",accepted,NA,220,Species,273271,Caranx caballus,"Günther, 1868",125936,Animalia,Chordata,Teleostei,Carangiformes,Carangidae,Caranx,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Caranx caballus Günther, 1868. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=273271 on 2023-01-20",urn:lsid:marinespecies.org:taxname:273271,1,1,0,0,NA,exact,2008-01-15T17:27:08.177Z
116,Caranx caninus,273272,https://www.marinespecies.org/aphia.php?p=taxdetails&id=273272,Caranx caninus,"Günther, 1867",accepted,NA,220,Species,273272,Caranx caninus,"Günther, 1867",125936,Animalia,Chordata,Teleostei,Carangiformes,Carangidae,Caranx,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Caranx caninus Günther, 1867. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=273272 on 2023-01-20",urn:lsid:marinespecies.org:taxname:273272,1,1,0,0,NA,exact,2008-01-15T17:27:08.177Z
117,Caranx melampygus,218419,https://www.marinespecies.org/aphia.php?p=taxdetails&id=218419,Caranx melampygus,"Cuvier, 1833",accepted,NA,220,Species,218419,Caranx melampygus,"Cuvier, 1833",125936,Animalia,Chordata,Teleostei,Carangiformes,Carangidae,Caranx,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Caranx melampygus Cuvier, 1833. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=218419 on 2023-01-20",urn:lsid:marinespecies.org:taxname:218419,1,1,0,0,NA,exact,2008-01-15T17:27:08.177Z
118,Caranx sexfasciatus,218404,https://www.marinespecies.org/aphia.php?p=taxdetails&id=218404,Caranx sexfasciatus,"Quoy & Gaimard, 1825",accepted,NA,220,Species,218404,Caranx sexfasciatus,"Quoy & Gaimard, 1825",125936,Animalia,Chordata,Teleostei,Carangiformes,Carangidae,Caranx,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Caranx sexfasciatus Quoy & Gaimard, 1825. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=218404 on 2023-01-20",urn:lsid:marinespecies.org:taxname:218404,1,1,1,0,NA,exact,2008-01-15T17:27:08.177Z
119,Caranx speciosus,218408,https://www.marinespecies.org/aphia.php?p=taxdetails&id=218408,Caranx speciosus,"(Forsskål, 1775)",unaccepted,NA,220,Species,218429,Gnathanodon speciosus,"(Forsskål, 1775)",125936,Animalia,Chordata,Teleostei,Carangiformes,Carangidae,Caranx,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Caranx speciosus (Forsskål, 1775). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=218408 on 2023-01-20",urn:lsid:marinespecies.org:taxname:218408,1,0,0,0,NA,exact,2008-02-28T13:41:07.550Z
120,Trachinotus rhodopus,273297,https://www.marinespecies.org/aphia.php?p=taxdetails&id=273297,Trachinotus rhodopus,"Gill, 1863",accepted,NA,220,Species,273297,Trachinotus rhodopus,"Gill, 1863",125945,Animalia,Chordata,Teleostei,Carangiformes,Carangidae,Trachinotus,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Trachinotus rhodopus Gill, 1863. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=273297 on 2023-01-20",urn:lsid:marinespecies.org:taxname:273297,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
121,Elagatis bipinnulata,126809,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126809,Elagatis bipinnulata,"(Quoy & Gaimard, 1825)",accepted,NA,220,Species,126809,Elagatis bipinnulata,"(Quoy & Gaimard, 1825)",125938,Animalia,Chordata,Teleostei,Carangiformes,Carangidae,Elagatis,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Elagatis bipinnulata (Quoy & Gaimard, 1825). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126809 on 2023-01-20",urn:lsid:marinespecies.org:taxname:126809,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
122,Decapterus macarellus,126807,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126807,Decapterus macarellus,"(Cuvier, 1833)",accepted,NA,220,Species,126807,Decapterus macarellus,"(Cuvier, 1833)",125937,Animalia,Chordata,Teleostei,Carangiformes,Carangidae,Decapterus,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Decapterus macarellus (Cuvier, 1833). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126807 on 2023-01-20",urn:lsid:marinespecies.org:taxname:126807,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
123,Manta birostris,105857,https://www.marinespecies.org/aphia.php?p=taxdetails&id=105857,Manta birostris,"(Walbaum, 1792)",unaccepted,NA,220,Species,1026118,Mobula birostris,"(Walbaum, 1792)",105755,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Manta,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Manta birostris (Walbaum, 1792). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=105857 on 2023-01-20",urn:lsid:marinespecies.org:taxname:105857,1,0,0,0,NA,exact,2017-10-23T04:16:08.283Z
124,Aetobatus narinari,217426,https://www.marinespecies.org/aphia.php?p=taxdetails&id=217426,Aetobatus narinari,"(Euphrasen, 1790)",accepted,NA,220,Species,217426,Aetobatus narinari,"(Euphrasen, 1790)",205558,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Aetobatus,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Aetobatus narinari (Euphrasen, 1790). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=217426 on 2023-01-20",urn:lsid:marinespecies.org:taxname:217426,1,1,0,0,NA,exact,2008-01-15T17:27:08.177Z
125,Urobatis halleri,283085,https://www.marinespecies.org/aphia.php?p=taxdetails&id=283085,Urobatis halleri,"(Cooper, 1863)",accepted,NA,220,Species,283085,Urobatis halleri,"(Cooper, 1863)",271193,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Urotrygonidae,Urobatis,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Urobatis halleri (Cooper, 1863). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=283085 on 2023-01-20",urn:lsid:marinespecies.org:taxname:283085,1,0,0,0,NA,exact,2020-12-15T13:07:03.773Z
126,Triaenodon obesus,214557,https://www.marinespecies.org/aphia.php?p=taxdetails&id=214557,Triaenodon obesus,"(Rüppell, 1837)",accepted,NA,220,Species,214557,Triaenodon obesus,"(Rüppell, 1837)",203966,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Triaenodon,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Triaenodon obesus (Rüppell, 1837). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=214557 on 2023-01-20",urn:lsid:marinespecies.org:taxname:214557,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
